vocabulary,pos_freq,neg_freq
input,9,7
dawgggg,0,1
brace,6,22
monaco,1,1
kroneag,1,0
southernli,1,0
ddddd,0,1
fuc,0,2
donnieee,1,0
am,3,0
ode,1,0
interrup,1,0
bfff,0,1
evaul,2,0
wo,1,3
quotugarbabi,0,1
dedic,19,7
leek,1,0
quirki,4,2
compoop,1,0
haaaaard,0,1
topol,1,0
xxpp,0,1
canterburi,1,2
josef,1,0
mornin,45,35
freeki,0,1
mica,1,1
halsen,0,1
silohett,0,1
regul,0,2
deco,1,0
thestudioo,0,1
ahhhhhhhh,2,1
rachael,0,3
flixter,0,1
oooooooooo,0,2
stopov,0,1
l,105,117
jtr,1,0
woot,91,23
duvet,2,2
aintitcool,1,0
hoee,1,0
hmkay,0,1
highest,6,1
79,0,1
bringen,0,1
scrapper,0,1
sumink,0,1
idolis,1,0
veeeeri,0,1
manson,1,2
spanish,36,45
huuuuuuuug,0,1
unco,1,0
sung,6,1
ulnar,0,1
tweed,1,1
nagrereview,1,0
tooooooooo,0,1
uva,0,1
bnblv,1,0
2009,5,3
deadlift,1,0
reallyyi,2,0
vx,2,0
sneaki,4,5
fg,0,1
takeov,1,1
handl,36,27
napabayaan,0,1
aright,0,1
onto,27,44
shelv,3,5
placid,1,0
tuneag,1,0
metal,9,7
creaki,1,0
hasbro,1,0
sixer,0,3
soe,0,1
jizz,0,4
beaverrrr,1,0
utopian,1,0
thatitan,0,1
trishi,2,0
jonnybabyyi,1,0
shoooow,1,0
arson,0,1
minicyn,1,0
mot,3,4
kanya,1,0
danitykanefan,0,1
nuff,2,2
legitim,1,1
phobe,1,0
convers,51,27
ahahaha,13,1
qwest,1,0
disk,3,21
tme,0,1
chees,87,59
fuckazzzzzzzz,1,0
trigonometri,0,1
xcake,0,1
beer,112,76
preak,1,0
trapster,0,1
lyco,0,1
ekel,1,0
doomsday,3,1
abz,0,1
kittum,1,0
deutsh,1,0
driveway,2,6
sloooow,0,1
bawiin,0,1
barker,3,0
reallllllli,0,1
lauren,27,23
dgao,2,0
phkin,0,1
after,2,0
paracet,1,0
tosh,1,0
catalog,1,0
figment,2,0
waitress,3,2
falk,1,1
orlean,3,6
whil,1,0
glasilk,1,0
vowel,1,0
marketingworld,0,1
contro,0,1
accient,0,1
lan,1,4
haahdiqniancka,0,1
skintight,0,1
cass,1,1
botb,2,0
pc,43,87
mutual,1,1
iiit,3,1
seiz,2,0
pace,9,6
ventil,1,0
eastcoast,1,0
ean,1,0
nreali,0,1
hobbyproject,1,0
soniia,1,0
knickerbock,1,0
tremor,0,1
arrrrrrrrrrrgh,1,0
yellowbird,1,0
googby,0,1
demetri,1,0
fallen,7,15
emerson,1,1
takot,0,1
mumbai,8,9
sooooo,40,42
arizonaaaa,0,1
fp,4,4
korey,1,0
airshow,0,1
upgrd,0,1
wknd,10,20
nicer,21,9
hipe,1,0
quotmel,1,0
stihl,1,0
a330,0,1
riiiggghhht,1,0
thompey,1,0
minor,13,16
bogor,0,1
twittervers,27,9
janu,2,0
posey,1,0
heater,3,8
tingwal,1,0
fine,171,100
buid,1,0
dent,3,7
thursdaiii,0,1
heh,57,12
wht,5,7
feloow,1,0
jeanni,0,1
statutori,0,2
tickl,4,2
achang,1,0
finali,5,3
ruffl,1,1
hath,1,1
discontinu,0,5
136,1,0
painstakingli,1,0
skippi,1,2
mediaevil,0,1
zeil,1,0
whizzi,1,0
sleepier,0,1
bop,1,3
admittedli,0,3
dummyyyy,0,1
pitz,1,0
lindsa,1,0
mound,0,2
mote,1,1
lightbox,1,0
wealthi,1,1
roflllll,0,1
genuflect,1,0
mind,189,134
pleaseeee,2,2
oooohhhhhh,0,1
podcast,35,14
tourist,4,1
helmet,3,6
skimmer,0,3
whichev,6,2
overthr,1,0
undang,2,0
bracket,6,3
effemin,0,1
recod,1,0
rudd,9,10
refuge,1,0
presid,8,7
buaaa,0,1
talent,70,25
intric,0,1
bur,0,2
yyy,1,2
youth,9,15
owwwww,0,1
wish,489,1665
panda,9,20
pocki,1,0
belgium,5,10
suriv,0,1
greater,7,1
kerihilson,1,0
avn,0,3
masp,1,0
manolo,1,1
undercarriag,1,0
tougher,2,0
displeas,0,1
patterson,3,0
hiyaaa,1,0
abruzzo,0,3
tic,1,2
remaind,0,1
d12,0,1
aaand,1,3
rw,1,2
runkingpro,0,1
outbuild,0,1
chican,1,0
priss,2,1
aerospac,1,0
agit,0,3
baghdad,1,0
impolit,0,1
clariti,1,0
boardman,1,0
oompa,1,0
prolenet,0,1
biitch,0,1
disneycollegeprogram,1,0
quotmebodi,2,0
hellllll,1,1
demonstr,4,0
microformat,1,0
blacberri,1,0
nigger,0,1
batsday,0,1
lalaki,1,0
tranc,29,8
snag,3,1
girlll,1,0
uur,0,1
maurissa,1,0
mohan,1,0
hooraayyy,1,0
sheetrock,1,0
najbl,1,0
ek,2,2
kickin,10,3
ginormica,1,0
atk,0,1
mcc2,0,1
ambros,1,0
romi,2,0
slid,1,2
widescreen,2,1
blergh,3,1
fellspoint,1,0
diswalla,1,0
squar,13,20
date,106,89
jussayin,1,0
pete,17,11
lich,1,0
noooooooooooooo,0,1
whirlw,0,1
aan,2,0
fon,1,0
suffoc,0,1
jeffre,3,1
iamg,1,0
x60,0,1
wave,32,24
smoker,2,1
relient,1,0
dudu,0,1
elora,1,0
gisborn,2,0
velocerapt,0,1
longhorn,1,0
innat,3,0
reproach,0,1
alrit,3,0
noreen,0,1
psychedel,0,1
cmot,0,1
x240,0,1
waffl,15,15
breath,35,43
craycray,0,1
cogniz,0,1
duct,1,3
reflectionof,1,0
midler,3,0
marilyn,1,3
inturrupt,0,1
parabel,1,0
corrin,0,1
atez,0,1
partyboy911,1,0
ubunti,1,0
dramarama,0,1
tonn,3,7
ewwwww,0,2
jizzin,1,0
urusannya,0,1
kroon,0,1
realllllli,0,3
pray,72,60
sleeeeeeeeeepi,0,1
natrlich,2,0
sain,0,1
solutionish,1,0
waterb,0,2
hold,61,89
funyun,1,1
jaana,0,1
stitchin,0,1
christen,3,3
amaziii,1,0
beim,0,1
torino,1,2
allin,0,1
proven,2,2
faghat,1,0
wth,4,16
bloggag,1,0
coralin,6,1
juggernaut,1,0
shieeet,1,0
kiz,0,1
trovu,1,0
grilledchees,0,1
arff,0,1
spill,6,21
brkfast,0,1
yafar7et,0,1
hinder,2,1
suya,1,0
irreplacebl,0,1
stuckwit,1,0
quickli,33,36
northward,0,1
pineappl,10,5
restar,0,1
shea,1,1
tate,3,1
70k,0,1
thermostat,0,1
ewe,0,1
od,3,5
truckload,1,2
missionari,0,1
g8t,0,1
materi,11,5
mamma,1,3
ingredi,9,6
bwhahaha,1,0
snoozin,0,1
suthep,1,0
reiko,2,1
shittttt,0,1
sondr,1,0
gruel,1,0
rawck,1,0
sikit,1,0
flirt,7,5
sorpris,1,0
lekk,0,1
shw,0,1
option,29,50
multichoic,0,1
caliss,0,1
shlep,0,1
aiyooooo,0,1
cavallucci_hat,0,1
carmel,1,0
tld,0,1
relianc,2,1
kawan,1,0
datessss,0,1
warpig,1,0
usabl,1,1
tannin,1,0
acttorr,0,1
critiqu,4,3
inderstood,0,1
cmt,1,2
booooz,0,1
intruduct,1,0
ahrggg,1,0
wierd,8,8
asdfghjkl,1,1
aquatica,0,1
shin,6,15
reindeer,0,1
ubiquit,1,0
sparta,0,1
quotterhas,1,0
haaair,0,1
yiew,0,1
readon,0,1
collinsvil,1,0
adryan,1,0
diarrhea,1,0
cx,1,1
sir,52,9
therre,1,0
autorefresh,0,1
skne,1,0
backin,0,1
totp,0,1
trifecta,2,1
glc,1,0
airtub,1,0
baga,0,1
sa,27,35
picross,1,0
pomad,0,1
edg,17,17
cert,1,3
nearbi,5,12
vice,6,4
devito,1,0
fupid,1,0
baylaaar,1,0
eesa,0,1
aaaaand,1,3
cora,2,1
content,42,19
apart,60,73
cupcakin,0,1
milonga,0,1
whooolle,1,0
nuun,0,1
greasemonkey,1,0
11,12,12
score,40,46
tossel,1,0
blitzen,0,1
serger,0,1
frakin,0,2
usher,3,1
ionica,1,0
impl,0,1
ooooooooh,1,1
footag,5,6
innaloo,1,0
huuuuurt,0,1
lmbo,2,0
theater,7,11
unworthi,0,1
bct,0,1
hrmph,0,1
indonesia,3,4
gng,1,3
mahem,0,1
wtcha,1,0
juli,44,27
riley,7,6
proofread,1,0
xy,2,1
apna,0,1
sdrawkcab,0,1
gummybear,1,0
apon,1,0
therefor,15,13
nino,0,1
housi,1,0
beerless,0,1
lazer,2,0
reeeimi,1,0
songkick,1,0
iceland,2,1
yeeeeeeeeey,1,0
cruddi,0,1
nataliafabia,1,0
aawww,3,2
bsm,1,0
aron,0,1
joinnnn,1,0
follyyi,0,1
overanalyz,0,1
verbos,1,0
anouk,1,0
sop,1,1
shitter,0,2
uninform,0,1
tsuta,0,1
indra,1,0
argrghrghrghrhhhhhhh,0,1
phantasi,0,1
laralyn,2,0
toothpic,0,1
dudd,0,1
pitera,1,0
clifton,1,0
asic,1,0
foolish,1,1
tobacco,11,1
braemor,0,1
torticolli,0,1
b4k,1,0
tauco,0,1
jnb,0,1
jalan,1,0
judgeman,1,0
anew,3,1
tahan,1,1
atebit,3,1
180,0,1
destino,1,0
speedway,0,1
sx,0,1
rdio,2,0
weeaaaak,0,1
supermotard,1,0
twiggassssssss,0,1
hannah,74,39
fedak,1,0
temptd,0,1
jx,1,0
rickrol,0,1
wooow,0,3
didnt,90,321
thinkpad,0,2
quantum,6,1
wittl,1,0
inner,5,7
feral,2,2
superhappi,1,0
workkk,0,2
caillat,1,0
whitestrip,0,1
fixup,1,0
snuggli,2,1
700,1,0
christi,2,2
tomei,1,0
dannii,1,0
wee,29,34
sonic,7,9
rear,4,9
goinggg,1,0
mycah,0,1
delic,3,3
spree,6,1
doinggggg,1,0
mp,6,2
forum,26,28
trippin,2,3
gobsmack,0,1
vichyssois,1,0
savannah,4,2
whileth,0,1
cliftonvil,0,1
cari,0,4
dooh,1,0
erc,0,1
basset,0,1
182,1,2
evrywher,1,0
brower,0,1
supernatural,1,0
hut,6,9
tilll,0,1
s0,3,1
lovexo,1,1
alexsandria,1,0
rooood,0,1
kol,4,1
sparingli,1,0
gawk,2,0
soak,18,18
drip,1,2
gadgetshow,0,1
bordelin,0,1
shizz,0,4
adelaid,4,8
raveeen,1,0
tonday,0,2
helaa,0,2
bites,0,1
quotazzl,1,0
corpor,4,6
glau,2,0
lucian,1,0
12hr,0,1
thankz,2,0
smoggi,1,0
whyyyyyyyyi,0,3
luvv,0,1
fireproof,1,0
hardbound,0,1
pancetta,1,0
asilefx,1,0
leesburg,0,1
eyr,1,1
cheezit,0,1
cbeebi,0,2
ampavid,0,1
clemmensen,1,0
tommor,1,0
quotec,1,0
dunham,3,0
malayale,1,0
macbook,19,46
greek,30,13
uuuhh,0,1
mixup,1,1
aerox,1,0
shoop,0,1
gutsi,1,0
huay,1,0
pbread,0,1
sparklyspud,1,0
guyi,1,1
gonsenheim,0,1
texan,3,1
walpol,1,0
northbound,1,0
nghe,1,0
serotonin,0,1
elton,1,1
mario,9,6
carlo,5,5
dudley,0,1
perk,4,5
eg,2,1
fearless,0,1
vaccum,1,0
tasti,26,10
iw,0,1
auz,1,0
needl,1,16
howth,1,0
smmmealllyalaaatarzzz,1,0
zarina,0,1
agara,0,1
learnt,8,6
tenness,0,3
sorrrrri,0,1
commin,1,2
dodg,3,4
kneww,0,1
sweenster,1,0
tingl,1,2
retwitt,1,0
tracksuit,1,0
ludtman,1,0
lerch,1,0
schulz,1,0
reinstal,2,14
suah,1,0
motorway,1,1
bama,3,0
utoh,0,1
dfb,1,0
cst,3,2
ela,0,1
heather,13,2
newnownext,1,0
simpletownusa,1,0
hummph,0,1
jippi,0,1
bick,0,1
otr,1,0
bewar,5,4
kibum,0,1
_____easton,1,0
sharepoint,3,4
njoy,3,1
guyz,0,2
misha,2,0
hahh,1,1
bajdaina,1,0
hoho,1,0
research,40,39
bleurgh,2,1
reusabl,0,1
fertil,1,1
alexisonfir,0,1
queef,1,0
chaddi,0,1
yalll,1,0
sstill,1,0
anodis,0,1
kitrel,0,1
sonja,1,0
siick,1,1
ost,4,1
tampa,8,7
truee,0,2
dancefloor,1,1
baaaahhhh,0,1
evah,3,0
woohooo,2,1
maleia,0,1
jkz,1,0
graciou,3,0
laptoppp,0,1
reactiv,2,2
schmich,0,1
youy,0,1
darrrlingg,0,1
beautifulllllllll,1,0
fella,7,8
serum,0,1
pillanatai,1,0
formulaon,0,1
scratch,14,33
shabop,1,0
groovi,5,2
hahahh,1,0
feelen,0,1
mitig,0,1
plsss,0,1
pwant,0,1
friendd,1,0
heyaaa,1,0
lantu,0,1
ricketi,1,0
hmmph,0,4
muse,8,3
thinl,0,1
jasmin,7,2
nathan,6,8
lehrer,1,0
kitt,0,1
awayyy,0,1
fluff,1,2
discoversom,1,0
acorn,0,1
lobster,8,8
render,4,12
aquila,0,1
borrrrrrrr,0,1
paraaqu,1,0
stayin,2,6
mbike,1,0
campout,0,1
uriel,1,0
varnish,1,2
sewer,1,2
stress,34,105
starsailor,2,0
dougiama,1,0
baaad,0,2
mumsi,1,1
rewind,2,1
auchterard,1,0
krutch,1,0
worki,3,4
qq,1,1
pajama,1,3
tshirtt,1,0
alyss,1,0
heidi,9,5
bled,1,0
pckd,0,1
nutsack,1,0
lafayett,1,1
rejuven,2,0
vielen,1,0
para,8,2
kmp,1,0
desert,8,7
boreddddddd,0,1
independantli,1,0
jeij,1,0
yeaaahh,1,0
chiranjeevi,0,1
strength,8,9
grim,2,5
guna,2,7
cobracam,1,1
strike,16,18
dgn,1,1
sangioves,0,1
tarlac,1,0
teapot,1,0
kcunfjrjcuyb,0,1
hyperrr,1,0
sidplay,1,0
lunch,291,190
constitut,4,0
bloo,0,1
grauniad,1,0
ruth,3,2
tihnk,0,1
lockin,1,0
ladder,4,4
smorti,1,0
tonsilitu,0,1
dob,1,0
will,19,9
freez,22,69
flatten,2,2
rothschild,1,0
reynold,0,2
sheer,2,1
tristan,0,1
eeeee,4,0
tuch,0,1
yaaaaay,2,1
nvn,1,0
nurburgr,0,1
revenu,0,1
pov,1,0
and1,0,1
awok,0,4
ween,0,1
wella,1,0
ashleymarieboyl,1,0
chatti,1,1
kaleytun,1,0
roll,77,65
tto,1,0
arghhhhhhhhhhhhh,0,1
gibt,1,0
sundberg,0,1
manassa,1,0
chesney,1,0
joakim,0,1
cack,2,0
onch,2,0
achtung,1,0
tunebud,2,0
forese,2,0
basic,34,28
tine,0,1
yippieeee,1,0
mith,1,0
coupl,124,115
dhoni,1,3
zealot,1,0
fogi,2,0
mfer,0,1
tweein,1,0
ironik,0,1
deen,1,0
hella,21,25
sabrepuls,0,1
multo,1,0
petrelli,0,1
akali,1,0
curd,1,0
mult,1,0
fucker,4,13
thing,832,829
jouvert,0,1
biker,2,0
niight,1,0
dpi,0,2
pocher,1,0
aparty,0,1
franz,8,3
voodoo,2,4
temm,1,0
bestiebytch,0,1
esppicallli,1,0
feria,1,0
grissom,0,1
observ,9,8
chatshow,0,1
fastest,2,2
boringg,0,1
hd,16,29
verrrrri,0,1
matrix,7,1
quottar,1,2
otju,1,0
mmmm,46,17
quicksand,1,0
tamara,0,1
captain,13,10
flee,3,0
umm,17,30
shawl,0,2
olivi,1,0
selsun,0,1
hyper,10,7
vegeterian,1,0
skanke,1,0
crunk,2,1
tweeterss,1,0
quotah,1,0
ticktack,1,0
weissen,1,0
slip,12,17
segway,4,0
peski,1,5
knowwwwwwwwww,1,0
20th,1,0
mightier,1,0
dulwich,1,0
geneva,1,0
te,11,6
yakerella,2,0
scrib,0,1
everbitch,0,1
tssk,0,1
eleg,1,1
feverrrr,0,1
bongo,1,3
haaaaa,1,2
paraphernalia,1,0
jem,0,2
harsh,7,7
earlyyyyi,1,0
tam,5,1
stitch,5,5
ogx,1,0
woher,1,0
recur,0,2
willi,6,1
yellowcab,1,0
edisto,1,0
capabl,2,7
trill,1,0
facet,0,1
examz,0,2
brotherli,1,0
soundproof,1,1
beasid,0,1
ewww,5,19
odbc,0,1
mootool,0,1
sxse,1,0
awaawawa,1,0
trng,2,2
tileset,1,0
epiiiic,1,0
belugh,0,1
cutoff,0,1
mp4,1,3
fluffi,6,3
aaall,1,0
duuh,1,1
respondem,0,1
an2nett,1,0
justoned,1,0
yw,6,1
hustel,1,0
stab,2,10
ishihara,1,0
stereo,7,2
priv,0,2
oro,2,0
e8600,1,0
ballin,3,3
howto,0,1
honolulu,2,0
endless,6,12
eatser,1,1
exaaaaaaaam,0,1
bess,1,0
snappl,1,0
idol,31,16
omg,252,375
when,3,2
chyea,1,0
endlessli,1,1
wholee,1,0
arsehol,0,3
snack,23,15
schmooz,0,2
cph,0,1
customerssuck,1,0
belatedli,1,0
psr,0,1
quotapa,1,0
pyro,1,0
thinli,1,0
sculpt,1,0
johnni,14,10
sele,1,0
chippenham,0,1
fame,11,4
elm,1,0
autofil,0,1
marku,1,1
mulalah,1,0
muah,9,0
acut,1,2
mashallah,5,0
gahhhhh,0,2
nsync,1,0
riverview,1,0
art,61,71
skywalk,1,0
ymca,2,2
aistralian,0,1
gaaaahh,0,1
reguard,1,0
yaayyy,1,0
svc,1,0
astronaut,0,1
dullard,0,1
poi,1,0
homecook,2,0
spliff,1,1
wise,22,11
abandonin,0,1
raini,47,154
lca,1,1
tacqueria,1,0
nizzl,1,0
rgypt,0,1
feast,5,5
cross,65,52
sweden,11,14
cerveza,0,1
exhaustedd,1,2
franco,1,1
khoi,1,0
matter,53,68
goodrem,1,0
familyyyyyyyyyyyy,1,0
decis,28,31
carlisl,1,1
marian,2,0
sheiit,1,0
tick,8,14
brebr,1,0
twilight,107,48
wooooohhhooo,1,0
abn0xiou,0,1
treadi,0,1
teadrop,0,1
sobrieti,1,0
yeeeeeeo,1,0
welli,3,0
kn0,1,3
losin,1,2
twitteris,1,0
mra,0,1
pfunk,1,0
oddli,9,5
ahiawa,0,1
waitin,13,9
soulja,1,0
houl,1,0
ltroi,0,1
oap,1,0
bernes,0,1
uea,1,0
blogtv,6,6
finish,402,416
omgomgomgomg,0,1
westsid,0,1
skank,0,2
dishonest,0,1
singstar,4,4
plaid,0,3
shinin,1,0
harp,0,1
loveeeeee,2,0
chocolate,2,1
willow,3,2
nationst,1,0
monavi,1,0
in4merz,1,0
raipur,0,1
haiyaa,1,0
stem,3,0
saw,299,251
hatee,0,1
clarinet,2,1
veral,0,1
tenerif,0,1
yuhh,1,0
spork,1,0
fwiw,2,0
bld,1,0
snoopi,1,0
biscotti,0,1
timelaps,1,1
tedium,1,0
eerili,0,1
talena,1,0
mislead,0,3
dltnt,1,0
terror,3,5
niiiiic,1,0
sk,0,2
sleeeepp,0,1
worktim,0,1
instroment,0,1
quotelena,1,0
stomach,18,147
supergirl,0,1
idek,0,1
threadless,2,1
rafael,2,0
wakan,1,0
kl,4,3
coolin,1,0
669,3,0
pomona,2,1
pantri,3,1
reinforc,0,1
carleton,1,0
backward,3,5
goodboy,1,0
viz,1,0
viru,6,34
faucet,1,1
thegamepayattent,1,0
aften,1,0
hackbook,1,0
kbcafe,0,1
scaaaaar,0,1
wdi,0,1
hangbag,1,0
loyola,1,0
raghu,2,0
nowher,6,33
shivaji,1,0
maby,0,1
jettison,0,1
introduc,23,7
discourag,0,2
chipset,0,1
secen,1,0
foyer,1,0
abe,1,1
jahmekyah,1,0
clijster,1,0
bordem,0,1
ssshh,1,0
onnnn,1,0
wma,0,2
nevermind,10,10
tomtom,3,1
ago,126,185
labor,4,2
400k,0,1
gnucash,1,0
scream,20,29
getcha,1,0
seafood,6,3
quottat,1,0
mcintec,0,1
sleepy,0,1
ipl,12,27
calam,0,2
instructor,4,1
combi,0,1
entic,0,1
mingl,1,0
pricey,1,3
zacquisha,1,0
standart,1,0
add,149,71
olbermann,1,0
uab,1,0
shard,1,2
cmputr,1,0
culmin,0,1
neck,17,61
homebas,2,1
whaaaaaaat,0,1
somethig,1,0
fold,9,7
safer,0,2
challen,1,0
ughhhhh,1,7
lexicon,1,0
unplug,3,4
blasphemi,2,1
batu,2,0
ivent,1,0
ngo,1,0
frnd,0,3
taiwan,9,0
flossedtoday,1,0
pleasant,21,12
ducati,1,0
lue,0,1
guesssss,1,0
yeeeeehaaa,0,1
debsi,0,1
thoo,1,2
xxxxxxxxxxxxxxxxxxxxxxxxxx,0,1
primeiro,1,0
rocksss,1,0
mintday,0,1
bothr,0,1
petepeac,1,0
likinq,0,1
iight,1,2
41,0,1
andami,1,0
thak,1,0
schaal,1,0
wook,1,0
333,17,4
harlequin,1,0
arghhh,1,7
onnnnnn,0,1
connot,1,1
juliet,1,5
invalu,1,0
stewardess,1,0
defiant,0,1
doktor,0,1
underwood,2,0
esa,0,1
nat,14,12
wowzer,1,2
genii,0,1
brazillian,1,0
pee,10,24
rita,1,1
bitten,1,4
elector,0,2
restrepo,0,1
lindsay,3,2
alan,12,4
carpet,19,12
cci,1,0
unansw,0,3
clingi,0,1
auwtj,0,1
vimeo,2,1
mva,0,1
jemi,2,0
momtupid,1,0
has1,1,0
madon,1,0
doung,1,0
kumbl,1,0
therockstarbrotherhood,1,0
haaaaaa,2,0
pin,7,11
mek,0,1
heikki,2,1
nailz,1,0
madam,5,1
sarap,1,0
aweee,0,2
freeway,1,3
kevin,22,13
chillen,5,4
wiid,1,0
koko,2,1
globss,0,1
hanniti,1,0
redland,2,0
lift,16,14
cultur,15,6
zanna,0,1
hybrid,1,1
idc,4,2
unwant,3,3
termin,6,10
gr,3,4
ek348,0,1
spastic,1,1
stump,2,6
bajillion,0,1
genni,2,0
yumm,15,5
togeth,128,97
jessica,12,3
reed,1,1
antidot,0,1
repholst,1,0
stoney,1,0
commomwealth,0,1
salesforc,0,1
werks,1,0
typ,0,1
dcu,1,0
twitterthumb,1,0
homemad,10,3
gett,0,3
seclud,1,0
karhi,1,0
renfrew,0,1
imix,1,0
unrest,0,2
chick,30,29
surveyor,0,1
prom,78,54
hand,131,175
licenc,2,5
simco,1,0
rediscov,0,3
vhhhhi,0,1
curand,1,0
ulti,0,1
nokla,1,0
freecycl,0,2
metaphor,3,1
sawww,1,0
iatko,1,0
joann,1,3
newb,2,0
pleeeeaaaasssee,1,0
boyslikegirl,1,0
kettl,5,2
gusto,1,2
mlb,2,3
god,331,292
quoteri,2,0
sol,2,3
themawechsel,1,0
jacob,4,7
peo,1,0
240,0,1
fukuoka,1,0
pfftttt,0,1
histolog,0,1
donot,1,1
peektur,1,0
uncondit,1,0
contrari,1,1
boondock,1,0
dyfi,1,0
amstel,1,1
envi,10,14
jwa,0,1
spywar,1,1
wellwel,0,1
quotelect,0,2
euston,0,1
marvashti,0,1
mitsu,0,1
jun,0,2
petsmart,0,1
gratiou,1,0
39,1,1
tomorrowww,0,1
derick,1,0
disadvantag,0,1
favorti,0,1
favd,1,0
rodeo,1,0
epidod,1,0
roubaix,1,0
zant,1,0
mariela,1,0
hau,0,2
merket,0,1
petrov,1,0
filter,8,12
kip,0,2
yoooooooou,0,1
selecta,0,1
fijn,1,0
quinn,4,0
ampun,1,0
setup,18,7
willingli,2,1
fuuuuuun,0,1
mengadu,0,1
qosz,0,1
muccchhh,0,1
frist,1,1
exist,27,38
gmx,0,1
spangli,1,0
mclaughlin,1,0
con,16,21
zta,1,0
gene,4,6
20am,2,3
photocamera,1,0
ukrain,1,0
timothi,0,2
neec,0,1
obc,0,1
bradburi,2,0
cosmic,1,0
bodyshop,0,1
lowest,1,3
client,53,45
some1,4,9
mmmoooooorrrrrrrrniiiiiiiiiinnnnnnngggggg,1,0
kebab,5,0
closer,29,27
crazili,1,0
hare,0,2
king,71,36
tmnt,1,1
linki,1,2
badland,1,0
aight,6,4
urggh,0,1
klg,1,0
sicker,2,5
piston,1,4
mommaa,1,0
rodolfo,1,0
finallli,3,2
raaaaaaaaaaaaacerrrrrrrrrrrrrrrrr,1,0
marthathon,1,0
exxxtraa,1,0
prout,1,0
permiss,6,5
surfin,1,3
stuffi,0,19
ufo,0,1
thehorn,0,1
warmup,1,0
quotic,1,0
burlesqu,1,0
sharjam,1,0
hostess,3,1
waaaayi,0,1
grenad,1,1
screwd,0,2
webdotwizard,1,0
hse,1,0
defenc,0,3
footscray,0,1
knooow,2,2
aldrick,1,0
artyy,1,0
woa,2,1
utorr,0,1
scottttttttt,0,1
local,47,42
finnali,1,1
os3,0,1
episotomi,0,1
metaplac,1,0
icx,0,1
grandchildren,0,1
softbal,13,10
righteou,1,0
cowcat,0,1
altho,2,4
premir,0,1
everyonee,0,2
hdtv,2,1
wasl,1,1
middlesborough,0,1
prove,19,18
upcom,14,9
squash,3,2
amesterdam,2,0
hrmpf,0,1
okaaaaaaaay,1,0
paychequ,1,0
partayyy,1,0
frd,1,0
firi,1,0
aga,1,0
robbi,0,7
hamelldaem,1,0
vision,7,1
dormirm,0,1
muhahaha,2,0
stamp,7,4
ffmpeg,1,0
coach,21,16
sceen,0,1
beagl,1,3
sgt,1,1
misconcept,1,0
choreographi,1,1
goat,5,4
tetri,1,3
accolad,1,0
meme,3,2
tix,23,28
tomorrrrrrrow,0,1
teeve,1,1
nejvc,0,1
pacl,0,1
kola,0,1
lori,6,2
tempt,20,24
fuuuunn,0,1
partay,2,0
kidz,2,0
sake,6,8
winnipeg,1,0
wooh,6,0
och,1,0
dreww,1,0
presum,2,3
chiang,1,0
skwl,1,5
ovi,0,1
kerrin,1,0
glasvega,2,0
usb,8,25
greatest,26,10
texti,1,1
moreeeeee,1,0
whaaa,2,1
looooooooooooot,0,1
cubi,1,0
foh,1,0
crimewatch,1,0
molest,1,1
urghhhh,1,1
deefizzi,0,1
ship,29,15
kxl,0,1
upwanna,0,1
hooommmee,0,1
brandcent,0,1
motorbik,4,5
wouldd,1,0
uphil,2,2
sea,23,17
owwww,1,3
izzah,1,0
attempt,29,46
backer,1,0
wilkinson,0,1
pu,2,2
brasil,2,1
suxxx,0,1
ev1,1,1
mmed,0,1
outright,0,1
spinal,0,2
pappper,0,1
atchya,1,0
650,0,2
lolomonst,1,0
misbehav,0,3
jan,6,6
toodl,0,1
gondri,1,0
purdi,2,0
basshunt,1,0
crushlax,1,0
solari,0,1
whoaaaaaaaaaaaaaa,0,1
context,8,4
mod,6,4
klosterman,2,0
credenc,0,1
tsp,0,1
shmeb,0,1
felon,1,0
benifit,0,1
yogurt,12,3
rotf,1,0
sorrri,2,3
bull,45,23
ila,1,0
omt,1,1
jain,0,2
uch,0,1
engjoy,0,1
unwelcom,0,1
kalpaka,1,0
un4tun8li,0,1
pulaski,0,1
norman,3,2
hotspur,1,0
pleaaas,1,1
twa,12,6
nawesom,0,1
popular,23,11
boggl,1,1
postag,2,3
bahahahahhaha,1,0
jimbaran,0,1
lambert,4,1
leve,0,1
wintu,1,0
taalk,0,1
barrymor,2,0
tireddddddd,0,2
netflix,1,10
novelist,0,1
ballet,4,7
ddriver,0,1
suckish,1,0
rooaad,0,1
homoprob,0,1
paradis,8,4
buri,3,12
brisban,9,6
helm,1,0
boatload,1,0
surfac,4,1
explora,0,1
phim,0,1
cozii,1,0
wii,42,24
toil,1,0
referenc,0,1
flatter,5,1
j,66,41
hooroo,1,0
gte,2,0
gox,1,0
accompish,0,1
mainz,1,1
xavier,3,1
huggin,1,0
shitt,2,1
leftfield,2,0
airhead,0,1
tkirk,1,0
mischief,4,0
neeed,2,1
bahay,1,1
workaround,0,1
chillingggg,1,0
boulevard,1,0
itali,24,49
h4ppi,1,0
goung,0,1
escher,1,0
terrain,1,0
uggggh,0,4
kunin,1,0
narr,1,0
ew,6,42
worringli,0,1
n0ob,0,1
gak,0,4
westport,1,0
loveyouss,1,0
hav2eat,0,1
left,179,490
outreach,2,0
powershot,1,0
gallagh,1,1
unbar,0,1
05pm,0,1
hve,2,5
